student_id,week,year,major,current_gpa,assignment_score,attendance_rate,classes_missed,assignments_on_time,assignments_late,assignments_missing,hours_before_deadline,lms_logins,time_on_lms_hours,video_completion_rate,forum_posts,days_since_last_login,library_visits,library_study_hours,campus_activities,peer_interactions,sleep_quality,sleep_hours,stress_level,exercise_frequency,office_hours_visits,tutoring_sessions,counseling_visits,burnout_status,burnout_severity
2,1,2,Business,4.12,95.7,0.83,0,3,0,0,43,13,14.4,0.73,6,1,3,10.0,0,11,6.7,7.4,4.6,3,1,1,0,0,0.0
2,2,2,Business,3.95,96.5,0.896,0,3,0,0,48,13,14.7,0.646,4,2,5,9.4,1,6,7.0,7.6,4.8,3,1,1,0,0,0.0
2,3,2,Business,3.93,94.8,0.944,0,3,0,0,51,15,16.6,0.891,4,0,5,13.6,1,9,5.5,7.4,3.8,2,1,1,0,0,0.0
2,4,2,Business,4.11,90.7,0.969,0,3,0,0,50,17,15.0,0.92,4,0,3,9.9,1,8,5.9,7.2,3.9,3,1,1,0,0,0.0
2,5,2,Business,3.95,88.0,0.996,0,3,0,0,68,15,11.4,0.69,3,1,4,11.0,2,5,5.5,7.6,4.3,2,1,2,0,0,0.0
2,6,2,Business,4.1,74.8,0.907,0,3,0,0,48,19,13.8,0.807,3,2,3,12.1,1,5,5.0,6.9,4.7,3,1,2,0,0,0.0
2,7,2,Business,3.92,93.0,0.906,0,3,0,0,42,10,12.0,0.89,3,0,2,11.3,2,6,6.5,6.5,3.9,3,2,1,0,0,0.0
2,8,2,Business,3.85,70.7,0.91,0,3,0,0,24,15,7.4,0.84,5,1,4,9.8,1,9,7.8,6.7,3.4,2,2,1,0,0,0.0
2,9,2,Business,4.01,75.1,0.921,0,3,0,0,48,17,10.1,0.858,4,0,3,8.2,1,7,5.9,6.7,3.2,2,2,2,0,0,0.0
2,10,2,Business,3.84,80.6,0.999,0,3,0,0,43,13,10.7,0.99,4,2,2,10.1,2,7,6.8,6.8,3.4,2,1,1,0,0,0.0
2,11,2,Business,3.67,91.8,0.94,0,3,0,0,43,14,12.5,0.877,3,0,4,8.0,2,9,5.3,7.3,3.3,3,1,1,0,0,0.0
2,12,2,Business,3.89,91.4,0.837,0,3,0,0,37,14,9.6,0.785,3,0,4,8.8,2,10,7.8,6.6,6.4,2,4,3,0,0,0.0
2,13,2,Business,4.04,87.5,0.937,0,3,0,0,48,13,11.0,0.807,3,0,4,12.1,0,8,6.7,7.5,3.7,3,1,1,0,0,0.0
2,14,2,Business,4.09,82.6,0.961,0,3,0,0,39,17,12.2,0.762,5,0,4,10.7,1,9,9.3,7.1,4.2,2,1,2,0,0,0.0
2,15,2,Business,3.89,93.3,0.984,0,3,0,0,45,13,11.1,0.795,5,0,4,13.8,1,5,5.2,7.7,4.7,2,1,1,0,0,0.0
2,16,2,Business,3.93,86.1,0.956,0,3,0,0,63,16,12.4,0.771,4,1,4,13.2,1,6,6.9,7.0,5.1,2,1,1,0,0,0.0
3,1,2,Business,3.11,70.2,0.87,0,2,1,0,44,19,10.7,0.653,2,0,3,6.7,2,7,7.8,5.9,3.5,3,2,1,0,1,0.09
3,2,2,Business,3.21,81.4,0.853,0,2,1,0,42,13,10.2,0.699,2,1,2,13.8,1,9,3.8,5.6,3.7,2,1,3,0,1,0.19
3,3,2,Business,3.09,78.7,0.846,0,2,1,0,30,9,9.6,0.712,2,2,3,5.8,1,7,4.9,6.8,5.2,2,3,1,0,1,0.28
3,4,2,Business,2.93,80.8,0.726,1,2,1,0,27,14,8.6,0.61,2,4,3,10.0,0,7,4.5,6.9,3.7,1,2,1,0,1,0.38
3,5,2,Business,2.94,75.1,0.771,1,2,1,0,45,5,5.6,0.69,1,4,1,6.9,0,6,7.6,6.4,5.9,2,0,0,0,1,0.47
3,6,2,Business,3.11,55.3,0.659,1,1,2,0,7,7,7.6,0.621,1,2,1,3.2,1,2,4.5,6.5,5.9,2,0,2,1,1,0.56
3,7,2,Business,2.97,73.1,0.818,0,1,2,0,21,8,9.0,0.452,1,3,2,4.7,2,4,3.5,5.5,7.8,1,1,0,0,1,0.66
3,8,2,Business,3.07,80.6,0.663,1,1,1,1,-999,9,7.2,0.604,2,4,2,1.7,0,5,4.9,5.7,7.5,2,1,1,0,1,0.75
3,9,2,Business,2.99,70.3,0.601,1,1,1,1,-999,10,3.5,0.409,2,6,1,5.8,0,1,5.1,5.7,8.3,1,0,0,0,1,0.84
3,10,2,Business,2.5,61.8,0.665,1,1,1,1,-999,10,3.5,0.339,0,4,0,1.4,0,0,3.0,4.6,9.4,1,2,1,0,1,0.94
3,11,2,Business,2.45,76.7,0.651,1,0,2,1,-999,0,4.1,0.298,0,5,0,1.7,1,5,3.4,4.6,9.5,0,0,0,0,1,1.0
3,12,2,Business,3.02,61.4,0.599,2,0,2,1,-999,6,6.2,0.265,1,5,1,4.8,0,1,4.0,5.3,7.9,0,0,1,0,1,1.0
3,13,2,Business,2.79,67.4,0.585,2,0,2,1,-999,7,4.8,0.391,3,5,1,1.7,0,2,3.2,4.7,9.5,1,0,0,1,1,1.0
3,14,2,Business,2.56,51.4,0.607,1,0,2,1,-999,6,8.3,0.319,3,8,1,4.2,0,2,4.2,5.5,8.0,1,0,1,0,1,1.0
3,15,2,Business,2.45,59.4,0.589,2,0,2,1,-999,9,3.9,0.294,0,9,2,0.5,0,4,5.0,5.6,10.0,0,1,1,1,1,1.0
3,16,2,Business,2.69,62.6,0.588,2,0,2,1,-999,1,6.9,0.342,1,6,2,3.7,0,4,4.4,5.3,10.0,1,1,0,1,1,1.0
4,1,1,Engineering,2.81,93.9,0.834,0,3,0,0,47,15,11.9,0.838,4,0,2,12.4,2,9,7.8,6.8,4.0,2,1,3,0,0,0.0
4,2,1,Engineering,2.6,73.9,0.966,0,3,0,0,69,16,12.2,0.823,4,1,4,11.8,2,11,7.4,6.9,4.1,3,2,1,0,0,0.0
4,3,1,Engineering,2.86,79.2,0.919,0,3,0,0,28,14,9.6,0.915,4,0,5,6.9,2,11,6.8,6.9,5.0,3,1,1,0,0,0.0
4,4,1,Engineering,2.61,81.3,0.903,0,3,0,0,41,16,11.8,0.9,6,0,7,10.7,3,8,6.9,6.8,5.5,3,2,2,0,0,0.0
4,5,1,Engineering,2.51,92.5,0.884,0,3,0,0,50,19,8.9,0.711,4,1,5,9.8,1,7,6.2,7.8,5.8,2,2,1,0,0,0.0
4,6,1,Engineering,2.91,100.0,0.85,0,3,0,0,62,13,12.9,0.82,4,0,5,8.8,1,5,7.6,7.1,3.3,2,1,1,0,0,0.0
4,7,1,Engineering,2.76,95.9,0.912,0,3,0,0,45,19,16.6,0.818,3,3,3,7.5,2,8,6.1,6.6,5.6,3,1,1,0,0,0.0
4,8,1,Engineering,2.76,68.3,0.941,0,3,0,0,53,8,10.5,0.901,3,2,3,11.0,2,5,6.9,7.1,4.2,3,2,3,0,0,0.0
4,9,1,Engineering,2.84,75.1,0.898,0,3,0,0,57,10,13.9,0.817,3,0,4,10.6,1,9,6.9,6.8,4.8,2,1,2,0,0,0.0
4,10,1,Engineering,2.54,95.7,1.0,0,3,0,0,56,18,7.7,1.0,3,0,2,10.6,2,9,10.0,7.0,2.4,3,1,1,0,0,0.0
4,11,1,Engineering,2.84,82.3,0.983,0,3,0,0,49,15,12.8,0.728,4,0,3,10.8,1,12,7.3,7.0,4.8,2,2,3,0,0,0.0
4,12,1,Engineering,2.69,90.1,0.967,0,3,0,0,54,13,10.4,0.835,4,0,2,10.1,3,8,7.6,7.6,3.5,2,3,1,0,0,0.0
4,13,1,Engineering,2.79,90.9,0.954,0,3,0,0,49,14,9.7,0.805,5,0,3,8.9,1,6,6.4,6.3,4.8,2,1,1,0,0,0.0
4,14,1,Engineering,2.55,65.3,0.972,0,3,0,0,37,13,8.7,0.955,5,0,5,13.4,1,5,8.2,6.2,5.2,2,2,2,0,0,0.0
4,15,1,Engineering,2.81,70.0,0.854,0,3,0,0,43,14,12.2,0.937,3,1,2,10.2,2,6,7.5,6.2,2.2,1,1,2,0,0,0.0
4,16,1,Engineering,2.82,73.4,0.908,0,3,0,0,64,13,12.9,0.884,4,1,3,9.2,1,4,5.8,6.6,5.3,3,1,3,0,0,0.0
5,1,2,Engineering,2.86,94.2,0.905,0,3,0,0,49,15,12.6,0.783,3,1,4,7.6,1,5,8.3,7.0,4.2,2,3,1,0,0,0.0
5,2,2,Engineering,2.42,85.6,0.901,0,3,0,0,42,12,13.0,0.855,4,0,1,10.6,2,6,7.5,6.4,3.0,3,1,2,0,0,0.0
5,3,2,Engineering,2.63,78.9,0.905,0,3,0,0,36,13,12.3,0.866,5,0,4,11.0,3,5,6.8,6.9,5.0,2,1,3,0,0,0.0
5,4,2,Engineering,2.64,84.8,0.963,0,3,0,0,24,12,12.2,0.738,3,1,3,11.2,2,6,8.2,6.9,4.0,2,1,1,0,0,0.0
5,5,2,Engineering,2.63,99.7,0.91,0,3,0,0,49,12,14.1,0.789,3,1,5,9.8,2,10,8.2,7.1,4.8,2,1,1,0,0,0.0
5,6,2,Engineering,2.65,85.9,0.932,0,3,0,0,61,13,10.4,0.98,3,0,5,8.7,1,9,8.2,7.4,5.0,2,2,1,0,0,0.0
5,7,2,Engineering,2.73,79.2,0.922,0,3,0,0,49,19,15.6,0.925,4,0,4,11.1,1,6,5.7,6.1,2.1,3,1,1,0,0,0.0
5,8,2,Engineering,2.54,94.1,0.935,0,3,0,0,29,15,13.7,0.769,5,0,4,12.3,2,5,7.4,6.7,3.5,3,1,3,0,0,0.0
5,9,2,Engineering,2.68,92.5,0.939,0,3,0,0,62,18,13.3,0.836,3,1,2,11.7,1,10,6.6,7.1,2.6,3,1,1,0,0,0.0
5,10,2,Engineering,2.53,73.9,0.897,0,3,0,0,68,12,10.4,0.641,6,0,5,8.5,2,6,7.2,6.6,6.2,2,1,1,0,0,0.0
5,11,2,Engineering,2.8,78.8,0.961,0,3,0,0,54,14,14.6,0.962,5,1,3,7.7,1,6,5.1,7.0,3.9,3,3,1,0,0,0.0
5,12,2,Engineering,2.65,75.4,0.901,0,3,0,0,47,18,15.8,1.0,3,0,2,7.7,1,9,5.1,7.1,5.0,2,2,2,0,0,0.0
5,13,2,Engineering,2.85,94.0,0.959,0,3,0,0,39,16,9.8,0.89,5,0,3,9.8,1,6,6.2,6.9,4.4,3,1,2,0,0,0.0
5,14,2,Engineering,2.68,73.7,0.832,0,3,0,0,40,11,12.5,0.859,5,0,2,8.9,2,5,7.3,6.3,4.5,2,2,1,0,0,0.0
5,15,2,Engineering,2.59,95.2,1.0,0,3,0,0,68,14,12.3,0.888,3,1,5,7.9,0,8,7.9,5.8,3.0,3,1,1,0,0,0.0
5,16,2,Engineering,2.61,77.0,0.896,0,3,0,0,43,12,12.2,1.0,3,1,3,11.0,2,7,6.9,6.6,4.1,3,1,1,0,0,0.0
6,1,4,Business,3.4,88.6,0.988,0,3,0,0,42,18,13.1,0.927,4,0,3,12.0,2,9,6.6,6.9,4.5,2,2,1,0,0,0.0
6,2,4,Business,3.29,99.1,0.916,0,3,0,0,46,16,9.9,0.893,5,0,4,9.5,2,8,6.2,7.3,4.3,3,1,2,0,0,0.0
6,3,4,Business,3.42,98.0,0.919,0,3,0,0,60,12,11.0,0.934,3,1,4,8.9,1,6,5.0,7.4,5.3,2,2,3,0,0,0.0
6,4,4,Business,3.24,87.0,0.934,0,3,0,0,30,14,13.2,0.803,3,0,5,12.0,1,8,8.0,6.3,4.7,3,2,3,0,0,0.0
6,5,4,Business,3.06,63.3,0.962,0,3,0,0,44,13,11.8,0.883,3,0,4,9.1,2,8,7.3,7.4,3.5,3,1,2,0,0,0.0
6,6,4,Business,3.28,82.0,0.96,0,3,0,0,54,10,9.9,0.743,4,2,4,13.4,1,7,7.1,7.6,3.1,3,1,3,0,0,0.0
6,7,4,Business,3.55,78.5,0.828,0,3,0,0,49,16,14.7,0.836,5,1,4,8.0,2,6,7.0,6.9,1.6,3,1,2,0,0,0.0
6,8,4,Business,3.21,71.8,0.889,0,3,0,0,46,14,11.1,0.781,4,0,2,9.8,1,9,7.1,6.3,3.7,2,2,1,0,0,0.0
6,9,4,Business,3.35,76.1,0.933,0,3,0,0,56,15,7.7,0.848,5,0,5,8.6,1,4,5.4,7.1,4.5,2,4,2,0,0,0.0
6,10,4,Business,3.45,94.0,0.907,0,3,0,0,51,12,7.7,0.778,3,0,5,9.0,2,7,8.2,7.6,5.2,2,1,2,0,0,0.0
6,11,4,Business,3.35,73.6,0.925,0,3,0,0,65,14,11.6,0.837,4,1,2,10.3,1,10,6.1,7.5,4.4,2,2,1,0,0,0.0
6,12,4,Business,3.34,89.9,0.829,0,3,0,0,59,12,8.3,0.967,5,0,2,9.2,1,7,6.7,7.4,5.3,3,1,1,0,0,0.0
6,13,4,Business,3.17,72.7,0.89,0,3,0,0,63,14,12.6,0.769,4,3,4,11.1,2,7,6.9,7.0,3.6,2,1,2,0,0,0.0
6,14,4,Business,3.31,94.0,0.843,0,3,0,0,48,10,13.1,0.646,3,0,5,14.5,2,9,5.2,6.7,3.2,2,1,1,0,0,0.0
6,15,4,Business,3.33,74.3,0.932,0,3,0,0,52,21,10.2,0.597,6,1,3,7.5,2,7,6.9,8.3,2.5,3,1,2,0,0,0.0
6,16,4,Business,3.22,93.7,0.914,0,3,0,0,46,11,12.0,0.889,5,3,3,8.7,1,10,4.9,8.6,5.1,3,2,3,0,0,0.0
7,1,2,Engineering,2.93,74.0,0.878,0,3,0,0,52,17,10.3,1.0,5,1,4,10.4,2,7,6.6,6.7,4.2,3,3,1,0,0,0.0
7,2,2,Engineering,2.99,66.4,0.975,0,3,0,0,59,20,10.6,0.884,4,0,2,9.9,2,10,7.4,6.8,2.4,2,1,1,0,0,0.0
7,3,2,Engineering,2.98,80.9,0.851,0,3,0,0,49,12,13.2,0.918,5,2,4,10.9,3,4,6.8,6.5,3.0,2,3,1,0,0,0.0
7,4,2,Engineering,2.85,94.4,0.876,0,3,0,0,39,14,13.1,0.788,6,0,1,9.1,2,5,7.2,7.5,2.1,2,3,1,0,0,0.0
7,5,2,Engineering,2.99,83.3,0.93,0,3,0,0,39,13,11.2,0.89,3,0,4,14.5,1,3,7.0,7.0,5.1,3,2,2,0,0,0.0
7,6,2,Engineering,2.86,99.2,0.94,0,3,0,0,38,16,14.3,0.907,4,1,4,9.7,2,6,6.7,8.0,3.2,3,1,2,0,0,0.0
7,7,2,Engineering,2.96,87.9,0.911,0,3,0,0,40,16,13.6,0.764,4,0,5,11.2,2,7,6.5,6.9,5.6,2,1,2,0,0,0.0
7,8,2,Engineering,2.83,80.3,0.826,0,3,0,0,51,12,14.5,0.768,3,0,4,13.8,2,9,8.0,7.1,4.5,3,2,1,0,0,0.0
7,9,2,Engineering,2.96,77.9,0.918,0,3,0,0,51,17,15.5,1.0,4,2,4,8.7,2,9,8.4,6.4,3.1,3,2,2,0,0,0.0
7,10,2,Engineering,2.98,100.0,0.928,0,3,0,0,58,13,12.9,0.87,4,0,3,8.9,2,6,7.5,6.9,4.1,3,3,1,0,0,0.0
7,11,2,Engineering,2.97,88.0,0.954,0,3,0,0,42,7,13.2,0.774,4,1,4,11.1,1,4,7.1,7.4,3.9,2,1,1,0,0,0.0
7,12,2,Engineering,3.08,75.1,0.946,0,3,0,0,48,14,11.8,0.89,5,1,3,6.9,2,8,8.1,7.2,3.5,3,1,2,0,0,0.0
7,13,2,Engineering,2.82,76.6,0.879,0,3,0,0,45,17,11.6,0.849,4,3,4,8.5,2,4,6.6,7.6,2.1,3,4,3,0,0,0.0
7,14,2,Engineering,2.84,92.1,1.0,0,3,0,0,55,13,8.1,1.0,3,0,3,10.3,2,7,6.7,7.6,4.7,3,2,1,0,0,0.0
7,15,2,Engineering,2.79,71.2,0.989,0,3,0,0,54,17,11.3,0.76,4,0,3,11.8,2,10,6.5,5.5,5.2,2,1,1,0,0,0.0
7,16,2,Engineering,3.08,76.6,0.891,0,3,0,0,34,13,11.9,0.828,4,0,3,8.1,2,10,8.5,6.8,4.9,3,2,1,0,0,0.0
8,1,2,Engineering,3.02,86.3,0.833,0,3,0,0,44,17,9.2,0.626,5,0,3,12.9,2,6,7.5,7.0,4.4,2,1,2,0,0,0.0
8,2,2,Engineering,3.05,84.3,0.952,0,3,0,0,51,11,13.5,0.964,4,0,3,6.1,0,8,6.6,7.1,4.5,3,2,1,0,0,0.0
8,3,2,Engineering,3.26,67.2,0.887,0,3,0,0,43,11,11.9,0.869,5,0,4,10.0,2,7,6.5,7.0,4.1,2,1,1,0,0,0.0
8,4,2,Engineering,3.14,83.6,0.97,0,3,0,0,52,14,9.1,0.91,3,2,3,8.8,1,8,6.5,6.4,3.4,3,3,2,0,0,0.0
8,5,2,Engineering,3.07,88.9,0.922,0,3,0,0,37,10,12.5,0.715,4,0,4,10.8,3,9,8.4,7.9,4.5,3,1,2,0,0,0.0
8,6,2,Engineering,2.98,84.1,1.0,0,3,0,0,49,17,10.2,0.996,4,0,4,13.5,1,8,6.9,6.5,2.7,3,2,2,0,0,0.0
8,7,2,Engineering,3.02,85.7,0.956,0,3,0,0,32,17,14.9,0.767,4,1,4,8.3,2,8,7.3,7.0,5.3,3,2,1,0,0,0.0
8,8,2,Engineering,3.06,82.6,0.908,0,3,0,0,57,17,9.2,0.813,4,4,2,7.7,1,9,5.2,7.0,3.5,3,1,1,0,0,0.0
8,9,2,Engineering,3.0,91.0,0.891,0,3,0,0,52,17,11.2,0.95,5,0,3,7.7,2,7,8.4,7.7,4.0,2,1,1,0,0,0.0
8,10,2,Engineering,3.0,76.0,0.957,0,3,0,0,40,14,12.1,0.75,7,0,5,9.5,2,4,7.9,6.6,3.5,3,3,1,0,0,0.0
8,11,2,Engineering,2.96,88.1,0.812,0,3,0,0,43,15,12.4,0.799,4,0,1,9.3,1,11,6.4,6.9,1.6,3,2,2,0,0,0.0
8,12,2,Engineering,3.23,79.2,0.976,0,3,0,0,41,20,11.5,0.816,3,1,3,8.7,1,5,7.4,7.8,4.0,3,3,1,0,0,0.0
8,13,2,Engineering,2.96,81.4,0.923,0,3,0,0,65,15,12.6,0.926,5,1,3,10.6,1,10,7.7,7.5,4.3,2,2,3,0,0,0.0
8,14,2,Engineering,3.18,84.0,0.903,0,3,0,0,40,14,12.5,0.669,5,0,3,10.0,2,5,5.7,7.0,4.7,3,1,2,0,0,0.0
8,15,2,Engineering,3.06,100.0,0.961,0,3,0,0,25,10,9.2,0.837,4,1,3,10.6,2,10,5.6,7.1,3.4,3,1,1,0,0,0.0
8,16,2,Engineering,2.99,100.0,0.858,0,3,0,0,58,18,9.8,0.815,3,0,2,14.0,2,8,8.6,7.1,3.3,2,2,1,0,0,0.0
9,1,3,Arts,2.81,75.9,0.996,0,3,0,0,34,16,14.1,0.784,4,1,4,10.3,2,5,6.1,7.3,3.1,3,1,2,0,0,0.0
9,2,3,Arts,2.69,99.3,0.897,0,3,0,0,51,14,11.3,0.899,4,1,2,12.3,2,7,6.5,7.3,3.3,3,1,2,0,0,0.0
9,3,3,Arts,2.81,74.8,0.908,0,3,0,0,51,14,11.7,0.883,3,4,5,7.6,2,10,7.6,7.5,6.0,3,1,1,0,0,0.0
9,4,3,Arts,2.96,80.1,0.852,0,3,0,0,48,13,13.4,0.866,4,2,2,10.3,2,9,7.7,7.8,3.9,2,2,1,0,0,0.0
9,5,3,Arts,2.65,95.1,0.987,0,3,0,0,52,12,11.0,0.973,3,0,5,9.2,2,9,7.5,7.3,5.3,3,3,1,0,0,0.0
9,6,3,Arts,2.62,90.4,0.928,0,3,0,0,50,17,8.5,0.961,3,2,3,9.1,2,6,5.9,7.3,4.6,2,1,3,0,0,0.0
9,7,3,Arts,2.79,79.8,0.91,0,3,0,0,42,14,10.5,0.832,3,0,2,6.6,1,6,8.1,6.5,3.2,2,1,2,0,0,0.0
9,8,3,Arts,2.74,75.7,0.918,0,3,0,0,65,12,13.1,0.671,4,0,4,15.4,2,5,6.9,6.1,3.9,2,1,2,0,0,0.0
9,9,3,Arts,2.75,96.3,0.954,0,3,0,0,44,13,13.6,0.972,5,0,4,9.9,1,7,8.7,7.6,3.9,3,1,1,0,0,0.0
9,10,3,Arts,2.76,82.0,1.0,0,3,0,0,48,19,16.4,0.834,3,2,1,11.7,1,8,5.7,7.1,3.1,2,1,2,0,0,0.0
9,11,3,Arts,2.83,97.2,0.894,0,3,0,0,60,12,11.5,0.968,4,0,4,7.8,2,8,6.7,6.6,3.1,3,2,1,0,0,0.0
9,12,3,Arts,2.86,84.7,0.887,0,3,0,0,41,12,11.9,0.939,4,0,3,7.6,2,5,8.2,6.8,3.4,2,1,2,0,0,0.0
9,13,3,Arts,2.78,64.2,1.0,0,3,0,0,41,14,12.6,0.845,3,1,3,10.5,1,6,6.5,7.6,3.5,3,1,2,0,0,0.0
9,14,3,Arts,2.76,91.7,0.925,0,3,0,0,56,18,10.6,0.925,3,3,4,10.4,2,5,5.8,7.6,4.3,3,1,1,0,0,0.0
9,15,3,Arts,2.93,74.1,0.856,0,3,0,0,31,14,10.4,0.768,5,2,2,11.3,1,8,5.9,7.0,1.0,2,2,2,0,0,0.0
9,16,3,Arts,2.69,100.0,0.967,0,3,0,0,57,14,14.3,0.739,3,0,3,9.0,1,4,7.2,7.9,3.9,2,1,1,0,0,0.0
10,1,3,Business,3.38,85.7,0.974,0,3,0,0,50,12,15.3,0.916,3,2,4,11.6,1,6,6.8,6.3,4.4,3,2,2,0,0,0.0
10,2,3,Business,3.41,100.0,0.897,0,3,0,0,36,10,10.6,0.926,3,0,2,10.3,2,8,7.4,6.6,4.3,3,1,3,0,0,0.0
10,3,3,Business,3.39,92.0,0.908,0,3,0,0,35,11,12.5,0.873,5,0,2,8.9,2,11,5.6,6.9,4.4,3,2,3,0,0,0.0
10,4,3,Business,3.48,98.5,0.957,0,3,0,0,56,11,10.7,0.664,6,0,6,13.9,1,6,7.5,6.1,3.6,2,1,2,0,0,0.0
10,5,3,Business,3.32,62.4,0.887,0,3,0,0,48,11,10.0,0.823,3,0,3,9.0,2,9,6.9,7.1,3.6,1,1,1,0,0,0.0
10,6,3,Business,3.41,82.5,0.983,0,3,0,0,30,15,14.0,0.958,3,0,3,8.7,2,8,5.9,6.9,5.5,2,1,3,0,0,0.0
10,7,3,Business,3.31,84.0,0.785,1,3,0,0,38,15,9.9,0.989,5,0,3,9.1,1,7,6.9,6.5,3.1,2,1,2,0,0,0.0
10,8,3,Business,3.42,91.7,0.865,0,3,0,0,33,12,10.1,0.991,4,0,4,8.6,2,8,7.0,6.4,2.8,2,1,1,0,0,0.0
10,9,3,Business,3.46,97.1,0.857,0,3,0,0,45,16,13.0,0.838,5,0,5,8.7,1,8,7.9,6.6,5.3,2,1,2,0,0,0.0
10,10,3,Business,3.24,72.7,0.883,0,3,0,0,60,13,12.6,0.77,5,0,3,10.2,2,7,6.2,7.0,3.9,2,1,1,0,0,0.0
10,11,3,Business,3.3,81.3,0.995,0,3,0,0,47,21,10.1,0.851,4,0,6,6.7,1,9,9.4,6.9,2.3,2,2,2,0,0,0.0
10,12,3,Business,3.32,82.3,0.87,0,3,0,0,59,13,11.9,0.813,4,0,5,12.6,2,5,6.6,6.9,3.3,3,2,1,0,0,0.0
10,13,3,Business,3.42,100.0,0.915,0,3,0,0,46,18,13.8,1.0,4,0,3,10.8,2,9,4.9,7.2,4.3,3,3,2,0,0,0.0
10,14,3,Business,3.5,100.0,0.962,0,3,0,0,53,12,10.4,0.812,4,0,4,10.6,2,7,6.9,7.4,2.0,2,2,1,0,0,0.0
10,15,3,Business,3.18,86.2,0.966,0,3,0,0,27,13,14.4,0.796,4,1,2,9.9,2,7,8.0,6.9,2.0,2,2,2,0,0,0.0
10,16,3,Business,3.39,75.1,0.959,0,3,0,0,47,13,12.2,0.833,5,1,5,9.9,1,6,8.2,8.3,3.0,2,1,2,0,0,0.0
11,1,1,Sciences,3.74,100.0,0.886,0,2,1,0,41,11,9.1,0.887,4,0,3,12.1,1,4,6.6,7.1,6.3,3,1,1,0,1,0.09
11,2,1,Sciences,3.5,93.6,0.806,0,2,1,0,22,18,9.9,0.915,4,1,3,6.7,1,7,6.3,6.4,3.7,2,3,1,0,1,0.19
11,3,1,Sciences,3.42,99.3,0.783,1,2,1,0,29,12,10.8,0.954,3,1,2,6.4,1,4,5.8,6.0,6.1,2,1,2,0,1,0.28
11,4,1,Sciences,3.39,78.3,0.832,0,2,1,0,37,11,5.8,0.582,2,4,2,5.1,1,6,7.1,6.4,5.8,1,1,1,0,1,0.38
11,5,1,Sciences,3.2,77.5,0.78,1,2,1,0,23,14,8.1,0.557,1,4,3,10.7,0,4,5.4,6.5,6.6,1,0,0,0,1,0.47
